contig	pos	locus_ID	depth_a	depth_b	ratio	num_hets	total_depth	depth_per_het	Duplicate	std	z	abs_z
un	482120	22269	1559	1343	0.537215713301	84	2902	34.5476190476	1	26.9351072023	4.00963690951	4.00963690951
un	482170	22272	6396	2828	0.693408499566	173	9224	53.3179190751	2	48.0208288142	37.1505457955	37.1505457955
un	482445	22281	713	656	0.520818115413	34	1369	40.2647058824	1	18.5	1.54054054054	1.54054054054
un	482961	22302	1093	1096	0.499314755596	68	2189	32.1911764706	1	23.3933751306	-0.0641207175804	0.0641207175804
un	483106	22311	197	187	0.513020833333	17	384	22.5882352941	1	9.79795897113	0.51031036308	0.51031036308
un	483238	22315	1694	680	0.713563605729	29	2374	81.8620689655	2	24.3618554302	20.8112227516	20.8112227516
un	483646	22357	5700	4216	0.574828559903	158	9916	62.7594936709	2	49.789557138	14.9027234354	14.9027234354
un	483864	22385	7974	6111	0.566134185304	167	14085	84.3413173653	2	59.3401213346	15.6976423211	15.6976423211
un	484169	22400	1180	1192	0.497470489039	80	2372	29.65	1	24.3515913238	-0.246390468706	0.246390468706
un	484251	22403	1292	1353	0.488468809074	68	2645	38.8970588235	1	25.7147817412	-1.18608823154	1.18608823154
un	484472	22413	423	463	0.477426636569	23	886	38.5217391304	1	14.8828760661	-1.34382628137	1.34382628137
un	484623	22420	946	957	0.49710982659	70	1903	27.1857142857	1	21.8116941112	-0.252158313424	0.252158313424
un	484709	22422	1912	1877	0.504618632885	110	3789	34.4454545455	1	30.777426793	0.568598541967	0.568598541967
un	484883	22431	86	75	0.534161490683	5	161	32.2	1	6.34428877022	0.866921446863	0.866921446863
un	485193	22458	5550	2692	0.673380247513	104	8242	79.25	2	45.3927306956	31.4808115331	31.4808115331
un	485262	22469	777	740	0.512195121951	43	1517	35.2790697674	1	19.4743420942	0.949967907032	0.949967907032
un	485334	22471	750	694	0.519390581717	45	1444	32.0888888889	1	19.0	1.47368421053	1.47368421053
un	485491	22476	2188	2126	0.507185906351	112	4314	38.5178571429	1	32.8405237473	0.943955712719	0.943955712719
un	485564	22484	1681	1675	0.500893921335	105	3356	31.9619047619	1	28.9654967159	0.103571501964	0.103571501964
un	485814	22490	1013	947	0.516836734694	51	1960	38.431372549	1	22.1359436212	1.49078803979	1.49078803979
un	485908	22497	5272	3146	0.626277025422	149	8418	56.4966442953	2	45.8748297	23.171748145	23.171748145
un	486319	22525	1702	1486	0.533877038896	86	3188	37.0697674419	1	28.231188427	3.82555627367	3.82555627367
un	486679	22546	235	248	0.486542443064	14	483	34.5	1	10.9886304879	-0.591520481751	0.591520481751
un	486750	22547	1811	1862	0.493057446229	96	3673	38.2604166667	1	30.302640149	-0.841510834522	0.841510834522
un	487097	22582	896	1083	0.452753916119	63	1979	31.4126984127	1	22.2429764195	-4.2035741187	4.2035741187
un	487175	22584	5602	3252	0.632708380393	91	8854	97.2967032967	2	47.0478479848	24.9745748282	24.9745748282
un	487333	22586	542	575	0.485228290063	58	1117	19.2586206897	1	16.7107749671	-0.987386882566	0.987386882566
un	487527	22597	1458	1497	0.493401015228	88	2955	33.5795454545	1	27.1799558499	-0.717440458981	0.717440458981
un	487736	22600	4510	2590	0.635211267606	128	7100	55.46875	2	42.1307488659	22.7862078373	22.7862078373
un	487859	22602	1711	1681	0.504422169811	93	3392	36.4731182796	1	29.1204395571	0.515102114808	0.515102114808
un	487911	22605	2152	2289	0.484575546048	110	4441	40.3727272727	1	33.3204141631	-2.05579677566	2.05579677566
un	488073	22621	7573	6130	0.552652703787	208	13703	65.8798076923	2	58.5299068853	12.3270313998	12.3270313998
un	488447	22658	419	383	0.522443890274	19	802	42.2105263158	1	14.1598022585	1.27120419278	1.27120419278
un	488608	22659	335	352	0.487627365357	34	687	20.2058823529	1	13.1053424221	-0.648590454659	0.648590454659
un	488839	22668	1424	1363	0.510943667025	71	2787	39.2535211268	1	26.3960224276	1.15547712098	1.15547712098
un	489082	22676	277	407	0.404970760234	35	684	19.5428571429	1	13.0766968306	-4.97067423386	4.97067423386
un	489114	22677	2915	1381	0.678538175047	67	4296	64.1194029851	2	32.7719392163	23.4041688817	23.4041688817
un	489233	22681	1407	1297	0.520340236686	71	2704	38.0845070423	1	26.0	2.11538461538	2.11538461538
un	489300	22683	1637	1515	0.519352791878	94	3152	33.5319148936	1	28.0713376952	2.17303502463	2.17303502463
un	489482	22694	713	883	0.446741854637	90	1596	17.7333333333	1	19.9749843554	-4.25532248173	4.25532248173
un	489657	22702	1886	1949	0.491786179922	101	3835	37.9702970297	1	30.9636884108	-1.01732066226	1.01732066226
un	490279	22731	852	870	0.494773519164	52	1722	33.1153846154	1	20.7484939212	-0.433766423441	0.433766423441
un	490484	22741	486	489	0.498461538462	26	975	37.5	1	15.612494996	-0.0960768922831	0.0960768922831
un	490542	22746	826	853	0.491959499702	39	1679	43.0512820513	1	20.4878012485	-0.658928688161	0.658928688161
un	490714	22759	1938	2104	0.479465611084	100	4042	40.42	1	31.7883626505	-2.61101840672	2.61101840672
un	490801	22760	1797	1852	0.492463688682	87	3649	41.9425287356	1	30.2034766211	-0.91049121083	0.91049121083
un	490911	22761	246	219	0.529032258065	11	465	42.2727272727	1	10.7819293264	1.25209501855	1.25209501855
un	491039	22763	1606	1529	0.512280701754	93	3135	33.7096774194	1	27.9955353583	1.37521928076	1.37521928076
un	491190	22771	413	410	0.501822600243	24	823	34.2916666667	1	14.3439882878	0.104573426156	0.104573426156
un	491662	22794	6423	4043	0.61370150965	141	10466	74.2269503546	2	51.1517350634	23.2641179918	23.2641179918
un	492490	22836	1269	778	0.61993160723	30	2047	68.2333333333	2	22.6218920517	10.8523194894	10.8523194894
un	492711	22847	2244	2090	0.517766497462	98	4334	44.2244897959	1	32.9165611813	2.33924800273	2.33924800273
un	492809	22848	389	466	0.454970760234	21	855	40.7142857143	1	14.6201915172	-2.63334443702	2.63334443702
un	493256	22869	146	133	0.523297491039	14	279	19.9285714286	1	8.35164654425	0.778289642116	0.778289642116
un	493526	22878	328	299	0.52312599681	26	627	24.1153846154	1	12.5199840255	1.15814844255	1.15814844255
un	493614	22879	1103	1039	0.514939309057	65	2142	32.9538461538	1	23.1408729308	1.38283461024	1.38283461024
un	494142	22920	1974	1979	0.499367568935	93	3953	42.5053763441	1	31.4364438192	-0.0795255345794	0.0795255345794
un	494237	22922	1472	1354	0.520877565464	97	2826	29.1340206186	1	26.58006772	2.2197084154	2.2197084154
un	494533	22941	809	876	0.480118694362	44	1685	38.2954545455	1	20.5243757518	-1.6322055494	1.6322055494
un	494563	22945	774	775	0.499677211104	52	1549	29.7884615385	1	19.6786686542	-0.0254082229234	0.0254082229234
un	494761	22953	592	536	0.524822695035	28	1128	40.2857142857	1	16.7928556237	1.66737573569	1.66737573569
un	494841	22956	455	449	0.503318584071	23	904	39.3043478261	1	15.0332963784	0.199557031571	0.199557031571
un	495073	22964	2029	2470	0.450989108691	109	4499	41.2752293578	1	33.5372926755	-6.57477042449	6.57477042449
un	495179	22965	606	581	0.510530749789	35	1187	33.9142857143	1	17.226433177	0.7256290302	0.7256290302
un	495302	22973	1359	1598	0.459587419682	75	2957	39.4266666667	1	27.1891522486	-4.39513519609	4.39513519609
un	495516	22994	7676	7145	0.517913771001	190	14821	78.0052631579	2	60.8707647397	4.36169976072	4.36169976072
un	495628	23001	12	11	0.521739130435	1	23	23.0	1	2.39791576166	0.208514414057	0.208514414057
un	495715	23003	1497	1481	0.502686366689	84	2978	35.4523809524	1	27.2855272993	0.29319572652	0.29319572652
un	495824	23005	1913	1951	0.495082815735	112	3864	34.5	1	31.0805405358	-0.611314979483	0.611314979483
un	496341	23016	475	432	0.523704520397	29	907	31.275862069	1	15.0582203464	1.42779156537	1.42779156537
un	496547	23023	1616	701	0.697453603798	42	2317	55.1666666667	2	24.0676130931	19.0089477602	19.0089477602
un	496675	23029	511	495	0.507952286282	29	1006	34.6896551724	1	15.8587515272	0.504453328896	0.504453328896
un	497334	23073	855	859	0.498833138856	44	1714	38.9545454545	1	20.7002415445	-0.0966172300793	0.0966172300793
un	497433	23074	1886	1900	0.498151082937	93	3786	40.7096774194	1	30.7652401258	-0.227529509647	0.227529509647
un	497596	23088	116	126	0.479338842975	8	242	30.25	1	7.77817459305	-0.642824346533	0.642824346533
un	497782	23097	1899	1948	0.493631401092	97	3847	39.6597938144	1	31.0120944149	-0.790014362532	0.790014362532
un	497956	23111	2407	2177	0.525087260035	112	4584	40.9285714286	1	33.8526217596	3.39707809979	3.39707809979
un	498568	23144	3711	2953	0.5568727491	145	6664	45.9586206897	2	40.8166632639	9.28542339557	9.28542339557
un	498636	23151	342	368	0.481690140845	18	710	39.4444444444	1	13.3229125945	-0.975762612553	0.975762612553
un	498760	23156	153	159	0.490384615385	9	312	34.6666666667	1	8.83176086633	-0.339683110243	0.339683110243
un	498782	23159	2101	2169	0.492037470726	108	4270	39.537037037	1	32.6726185054	-1.04062672523	1.04062672523
un	499088	23182	3200	1379	0.69884254204	69	4579	66.3623188406	2	33.8341543414	26.9106770281	26.9106770281
un	499285	23197	1968	2106	0.483063328424	98	4074	41.5714285714	1	31.9139467945	-2.16206414219	2.16206414219
un	499339	23202	716	687	0.510334996436	80	1403	17.5375	1	18.7283208003	0.77422851491	0.77422851491
un	499506	23203	1700	1552	0.522755227552	88	3252	36.9545454545	1	28.5131548588	2.59529330818	2.59529330818
un	499700	23209	2236	2392	0.483146067416	100	4628	46.28	1	34.0147027034	-2.29312602495	2.29312602495
un	499806	23225	927	911	0.504352557127	52	1838	35.3461538462	1	21.4359511102	0.373204807142	0.373204807142
un	499943	23233	931	795	0.539397450753	38	1726	45.4210526316	1	20.7725780778	3.27354648735	3.27354648735
un	500057	23239	206	184	0.528205128205	14	390	27.8571428571	1	9.87420882907	1.11401330379	1.11401330379
un	500643	23279	838	829	0.502699460108	95	1667	17.5473684211	1	20.4144556626	0.220432034749	0.220432034749
un	500967	23299	1699	1826	0.481985815603	108	3525	32.6388888889	1	29.6858552176	-2.13906587951	2.13906587951
un	501204	23306	259	257	0.501937984496	9	516	57.3333333333	1	11.3578166916	0.0880450906326	0.0880450906326
un	501474	23311	2003	1877	0.516237113402	99	3880	39.1919191919	1	31.1448230048	2.02280809206	2.02280809206
un	501585	23345	6293	5528	0.532357668556	174	11821	67.9367816092	2	54.3622111397	7.03613764011	7.03613764011
un	501659	23349	1341	1325	0.503000750188	100	2666	26.66	1	25.8166612869	0.309877404793	0.309877404793
un	501708	23359	769	771	0.499350649351	41	1540	37.5609756098	1	19.6214168703	-0.0509647191438	0.0509647191438
un	501919	23365	346	349	0.497841726619	25	695	27.8	1	13.1814263265	-0.113796486272	0.113796486272
un	501996	23368	244	280	0.465648854962	14	524	37.4285714286	1	11.4455231423	-1.57266730199	1.57266730199
un	502609	23397	225	224	0.501113585746	14	449	32.0714285714	1	10.5948100502	0.0471929178183	0.0471929178183
un	502720	23401	526	484	0.520792079208	37	1010	27.2972972973	1	15.8902485821	1.32156522861	1.32156522861
un	502819	23403	729	643	0.531341107872	64	1372	21.4375	1	18.5202591775	2.32178176277	2.32178176277
un	502918	23404	738	775	0.487772637145	43	1513	35.1860465116	1	19.4486503388	-0.951222818949	0.951222818949
un	503367	23420	718	714	0.501396648045	64	1432	22.375	1	18.9208879284	0.105703284516	0.105703284516
un	503642	23455	1827	1695	0.518739352641	88	3522	40.0227272727	1	29.6732202499	2.22422775297	2.22422775297
un	503670	23457	551	538	0.505968778696	30	1089	36.3	1	16.5	0.393939393939	0.393939393939
un	503950	23465	476	490	0.492753623188	26	966	37.1538461538	1	15.5402702679	-0.450442616461	0.450442616461
un	504065	23477	1767	1802	0.495096665733	100	3569	35.69	1	29.8705540625	-0.585861245272	0.585861245272
un	504182	23492	1854	1801	0.507250341997	80	3655	45.6875	1	30.2282980004	0.876661993992	0.876661993992
un	504391	23521	809	793	0.504993757803	49	1602	32.693877551	1	20.0124960962	0.399750234131	0.399750234131
un	504654	23543	1361	1332	0.505384329744	61	2693	44.1475409836	1	25.9470614907	0.558830139791	0.558830139791
un	505360	23572	1274	1580	0.446391030133	89	2854	32.0674157303	1	26.7114207784	-5.72788700644	5.72788700644
un	505469	23583	930	912	0.504885993485	66	1842	27.9090909091	1	21.4592637339	0.419399291216	0.419399291216
un	505593	23584	580	560	0.508771929825	27	1140	42.2222222222	1	16.8819430161	0.592348877759	0.592348877759
un	505679	23592	1669	1519	0.523525721455	84	3188	37.9523809524	1	28.231188427	2.65663630116	2.65663630116
un	505730	23598	873	788	0.525586995786	43	1661	38.6279069767	1	20.3776838723	2.08561484545	2.08561484545
un	505840	23599	501	580	0.463459759482	23	1081	47.0	1	16.4392822228	-2.40278130546	2.40278130546
un	505916	23603	118	136	0.464566929134	9	254	28.2222222222	1	7.96868872525	-1.12942044925	1.12942044925
un	506160	23609	210	205	0.506024096386	12	415	34.5833333333	1	10.1857743937	0.245440346837	0.245440346837
un	506238	23610	277	241	0.534749034749	19	518	27.2631578947	1	11.3798066767	1.58174919059	1.58174919059
un	506343	23614	1282	1339	0.489126287676	90	2621	29.1222222222	1	25.5978514723	-1.11337469204	1.11337469204
un	506521	23618	1775	1857	0.488711453744	116	3632	31.3103448276	1	30.1330383466	-1.36063278878	1.36063278878
un	506607	23621	1646	1192	0.579985905567	51	2838	55.6470588235	1	26.6364412037	8.52215948308	8.52215948308
un	506781	23628	1318	1159	0.532095276544	60	2477	41.2833333333	1	24.8847342763	3.1947297133	3.1947297133
un	506899	23629	318	379	0.456241032999	47	697	14.829787234	1	13.2003787824	-2.31053975819	2.31053975819
un	506950	23631	7967	6498	0.550777739371	206	14465	70.2184466019	2	60.1352641966	12.2141310895	12.2141310895
un	507340	23648	557	569	0.494671403197	73	1126	15.4246575342	1	16.7779617356	-0.357611973049	0.357611973049
un	507632	23654	6690	4166	0.61624907885	139	10856	78.1007194245	2	52.0960651105	24.2244783233	24.2244783233
un	507776	23666	1104	965	0.533591106815	46	2069	44.9782608696	1	22.7431308311	3.05586774821	3.05586774821
un	507843	23667	1566	1586	0.496827411168	87	3152	36.2298850575	1	28.0713376952	-0.35623524994	0.35623524994
un	508127	23673	1163	1376	0.458054352107	92	2539	27.597826087	1	25.1942453747	-4.22715578165	4.22715578165
un	508299	23677	692	640	0.51951951952	53	1332	25.1320754717	1	18.2482875909	1.42479122331	1.42479122331
un	508541	23691	1174	1359	0.46348203711	73	2533	34.698630137	1	25.1644590643	-3.67581912902	3.67581912902
un	508872	23711	1039	1067	0.493352326686	63	2106	33.4285714286	1	22.9455878112	-0.610139087097	0.610139087097
un	508925	23719	247	202	0.550111358575	11	449	40.8181818182	1	10.5948100502	2.12368130182	2.12368130182
un	509180	23727	1898	2018	0.484678243105	105	3916	37.2952380952	1	31.2889756943	-1.9176083163	1.9176083163
un	509343	23741	1749	1770	0.497016197783	92	3519	38.25	1	29.6605798999	-0.354005216197	0.354005216197
un	509590	23746	826	800	0.507995079951	41	1626	39.6585365854	1	20.1618451537	0.644782255836	0.644782255836
un	509844	23749	712	720	0.497206703911	39	1432	36.7179487179	1	18.9208879284	-0.211406569033	0.211406569033
un	509951	23753	2096	799	0.724006908463	67	2895	43.2089552239	1	26.9026021046	24.1054749083	24.1054749083
un	510016	23754	1912	1782	0.517596101787	106	3694	34.8490566038	1	30.389142798	2.13892179954	2.13892179954
un	510057	23756	811	800	0.503414028554	49	1611	32.8775510204	1	20.0686322404	0.274059534009	0.274059534009
un	510297	23773	1172	1113	0.512910284464	60	2285	38.0833333333	1	23.9008368054	1.23426640833	1.23426640833
un	510351	23782	2688	2059	0.566252369918	84	4747	56.5119047619	1	34.4492380177	9.12937464215	9.12937464215
un	510501	23783	975	1006	0.492175668854	77	1981	25.7272727273	1	22.2542130843	-0.69649733025	0.69649733025
un	510635	23786	432	475	0.476295479603	28	907	32.3928571429	1	15.0582203464	-1.42779156537	1.42779156537
un	510879	23797	509	482	0.513622603431	26	991	38.1153846154	1	15.7400762387	0.857683266286	0.857683266286
un	511038	23800	870	963	0.474631751227	51	1833	35.9411764706	1	21.4067746286	-2.17220953678	2.17220953678
un	511137	23812	1492	781	0.656401231852	40	2273	56.825	2	23.8379948821	14.9131670578	14.9131670578
un	511623	23848	313	304	0.507293354943	18	617	34.2777777778	1	12.4197423484	0.362326357003	0.362326357003
un	511925	23855	1398	1398	0.5	74	2796	37.7837837838	1	26.4386081328	-0.0	0.0
un	512474	23886	1986	2091	0.487122884474	104	4077	39.2019230769	1	31.9256949807	-1.64444345007	1.64444345007
un	512852	23896	990	1054	0.484344422701	61	2044	33.5081967213	1	22.6053091109	-1.41559665665	1.41559665665
un	513008	23900	2225	2152	0.508339045008	98	4377	44.6632653061	1	33.079449814	1.10340408336	1.10340408336
un	513344	23914	608	511	0.543342269884	32	1119	34.96875	1	16.7257286837	2.89972418645	2.89972418645
un	513465	23917	332	355	0.48326055313	22	687	31.2272727273	1	13.1053424221	-0.877504732774	0.877504732774
un	513617	23926	780	772	0.502577319588	41	1552	37.8536585366	1	19.6977156036	0.203069233027	0.203069233027
un	513668	23931	2296	2350	0.49418854929	109	4646	42.623853211	1	34.0807863759	-0.792235240766	0.792235240766
un	513718	23932	1462	1525	0.489454301975	77	2987	38.7922077922	1	27.3267268439	-1.1527176372	1.1527176372
un	513890	23934	210	207	0.503597122302	10	417	41.7	1	10.2102889283	0.146910632062	0.146910632062
un	514058	23941	3087	1487	0.67490161784	83	4574	55.1084337349	2	33.8156768378	23.6576663492	23.6576663492
un	514298	23953	1273	1499	0.459235209235	92	2772	30.1304347826	1	26.3248931622	-4.29251504665	4.29251504665
un	514489	23965	2118	2206	0.489824236818	96	4324	45.0416666667	1	32.8785644455	-1.33825794228	1.33825794228
un	514586	23970	5915	4355	0.575949367089	182	10270	56.4285714286	2	50.6705042406	15.3935709085	15.3935709085
un	514872	23982	2301	2195	0.511788256228	95	4496	47.3263157895	1	33.5261092285	1.58085746362	1.58085746362
un	515292	23993	877	904	0.49241998877	53	1781	33.6037735849	1	21.100947846	-0.639781686516	0.639781686516
un	515520	24004	2663	1105	0.706740976645	53	3768	71.0943396226	2	30.6920185064	25.381191525	25.381191525
un	515841	24012	948	975	0.492979719189	53	1923	36.2830188679	1	21.9260119493	-0.615707043818	0.615707043818
un	515940	24020	1575	1510	0.510534846029	87	3085	35.4597701149	1	27.771388154	1.17026919288	1.17026919288
un	516504	24055	724	734	0.496570644719	38	1458	38.3684210526	1	19.091883092	-0.261891400439	0.261891400439
un	516604	24056	230	256	0.473251028807	17	486	28.5882352941	1	11.0227038425	-1.17938395023	1.17938395023
un	517172	24100	1512	1514	0.499669530734	82	3026	36.9024390244	1	27.504545079	-0.036357627335	0.036357627335
un	517220	24109	1067	1050	0.50401511573	73	2117	29.0	1	23.0054341407	0.369477921957	0.369477921957
un	517292	24113	2047	2046	0.500122159785	103	4093	39.7378640777	1	31.9882791034	0.015630725191	0.015630725191
un	517649	24124	1883	1844	0.505232090153	100	3727	37.27	1	30.5245802592	0.638829423187	0.638829423187
un	518055	24159	482	479	0.501560874089	27	961	35.5925925926	1	15.5	0.0967741935484	0.0967741935484
un	518163	24165	252	263	0.48932038835	16	515	32.1875	1	11.3468057179	-0.484717914163	0.484717914163
un	518870	24197	235	250	0.484536082474	13	485	37.3076923077	1	11.0113577728	-0.68111491378	0.68111491378
un	519571	24268	2005	2070	0.492024539877	112	4075	36.3839285714	1	31.917863337	-1.01823858498	1.01823858498
un	519808	24274	541	504	0.517703349282	52	1045	20.0961538462	1	16.1632298752	1.14457321605	1.14457321605
un	519841	24279	1385	1317	0.512583271651	76	2702	35.5526315789	1	25.9903828367	1.30817619015	1.30817619015
un	519930	24290	8521	6808	0.555874486268	168	15329	91.244047619	2	61.9051694126	13.835678153	13.835678153
un	520408	24327	4741	3930	0.546765078999	157	8671	55.2292993631	2	46.559102225	8.7093603747	8.7093603747
un	520533	24336	1142	1091	0.511419614868	102	2233	21.8921568627	1	23.6273147014	1.07925933701	1.07925933701
un	520739	24343	2839	998	0.739900964295	45	3837	85.2666666667	2	30.9717613319	29.7206216377	29.7206216377
un	521023	24354	1444	1318	0.522809558291	69	2762	40.0289855072	1	26.2773666869	2.39750050873	2.39750050873
un	521106	24365	605	636	0.487510072522	38	1241	32.6578947368	1	17.6139149538	-0.879986081496	0.879986081496
un	521198	24367	1443	1528	0.485695052171	88	2971	33.7613636364	1	27.2534401498	-1.55943615802	1.55943615802
un	521382	24372	4881	2383	0.671943832599	101	7264	71.9207920792	2	42.6145515053	29.3092372413	29.3092372413
un	521646	24396	2577	1418	0.645056320401	68	3995	58.75	2	31.6030061861	18.3368631638	18.3368631638
un	521934	24409	432	566	0.432865731463	32	998	31.1875	1	15.7955689989	-4.24169588348	4.24169588348
un	522121	24415	444	448	0.497757847534	18	892	49.5555555556	1	14.9331845231	-0.133929906036	0.133929906036
un	522542	24422	1242	1297	0.489168964159	101	2539	25.1386138614	1	25.1942453747	-1.09151909855	1.09151909855
un	522567	24429	406	404	0.501234567901	22	810	36.8181818182	1	14.2302494708	0.0702728368926	0.0702728368926
un	522746	24435	1199	1070	0.528426619656	91	2269	24.9340659341	1	23.8170107276	2.70814842121	2.70814842121
un	522969	24439	315	306	0.507246376812	14	621	44.3571428571	1	12.4599357944	0.361157559257	0.361157559257
un	523200	24447	3353	2593	0.563908509923	148	5946	40.1756756757	2	38.5551552973	9.85601009955	9.85601009955
un	523700	24479	259	220	0.540709812109	14	479	34.2142857143	1	10.9430343141	1.7819554833	1.7819554833
un	523812	24482	1962	1976	0.498222447943	90	3938	43.7555555556	1	31.3767429795	-0.223095176086	0.223095176086
un	523924	24487	1505	1469	0.506052454607	93	2974	31.9784946237	1	27.2671964089	0.660133874055	0.660133874055
un	524131	24491	1735	1642	0.513769618004	80	3377	42.2125	1	29.0559804515	1.60035900621	1.60035900621
un	524193	24492	339	242	0.5834767642	33	581	17.6060606061	1	12.0519707932	4.02423809618	4.02423809618
un	524291	24495	1394	1376	0.503249097473	101	2770	27.4257425743	1	26.3153947339	0.342005130115	0.342005130115
un	524532	24521	213	220	0.491916859122	11	433	39.3636363636	1	10.4043260233	-0.336398531933	0.336398531933
un	524709	24524	177	50	0.779735682819	14	227	16.2142857143	1	7.53325958666	8.42928605732	8.42928605732
un	524742	24530	70	50	0.583333333333	6	120	20.0	1	5.47722557505	1.82574185835	1.82574185835
un	524892	24536	614	645	0.487688641779	44	1259	28.6136363636	1	17.7411949992	-0.873672827602	0.873672827602
un	524959	24541	1655	1675	0.496996996997	80	3330	41.625	1	28.8530760925	-0.346583496607	0.346583496607
un	525085	24542	419	391	0.517283950617	21	810	38.5714285714	1	14.2302494708	0.983819716497	0.983819716497
un	525312	24562	1284	1154	0.526661197703	68	2438	35.8529411765	1	24.6880537913	2.63285233213	2.63285233213
un	525419	24565	489	509	0.48997995992	36	998	27.7222222222	1	15.7955689989	-0.633088937833	0.633088937833
un	525607	24567	985	827	0.543598233996	68	1812	26.6470588235	1	21.2837966538	3.71174378731	3.71174378731
un	525965	24588	1817	1884	0.490948392326	100	3701	37.01	1	30.4179223485	-1.10132439738	1.10132439738
un	526048	24590	1164	1337	0.465413834466	70	2501	35.7285714286	1	25.0049995001	-3.45930820753	3.45930820753
un	526164	24599	2283	2293	0.498907342657	111	4576	41.2252252252	1	33.8230690506	-0.147828098997	0.147828098997
un	526443	24618	4466	3237	0.579774113982	144	7703	53.4930555556	2	43.8833681479	14.0030272501	14.0030272501
un	526665	24623	2159	2102	0.506688570758	92	4261	46.3152173913	1	32.6381678407	0.873210780062	0.873210780062
un	526952	24637	1948	1919	0.503749676752	85	3867	45.4941176471	1	31.0926036221	0.466348851844	0.466348851844
un	526990	24640	2016	2167	0.481950753048	101	4183	41.4158415842	1	32.338058074	-2.3347103845	2.3347103845
un	527069	24641	1274	1193	0.516416700446	81	2467	30.4567901235	1	24.8344518764	1.63079902877	1.63079902877
un	527230	24644	2837	1195	0.703621031746	65	4032	62.0307692308	2	31.7490157328	25.8590693617	25.8590693617
un	527483	24663	738	717	0.507216494845	37	1455	39.3243243243	1	19.0722311228	0.550538630348	0.550538630348
un	527582	24665	343	411	0.454907161804	25	754	30.16	1	13.7295302177	-2.47641393848	2.47641393848
un	527759	24676	667	645	0.508384146341	35	1312	37.4857142857	1	18.1107702763	0.607373393412	0.607373393412
un	528031	24684	764	690	0.525447042641	38	1454	38.2631578947	1	19.0656759649	1.94066027704	1.94066027704
un	528146	24689	1052	998	0.513170731707	48	2050	42.7083333333	1	22.6384628453	1.19266048161	1.19266048161
un	528382	24700	7729	5579	0.58077847911	197	13308	67.5532994924	2	57.6801525657	18.6372599964	18.6372599964
un	528555	24701	4263	4312	0.497142857143	132	8575	64.9621212121	2	46.3006479436	-0.529150262213	0.529150262213
un	529194	24727	3272	1751	0.651403543699	93	5023	54.0107526882	2	35.4365630388	21.4608848823	21.4608848823
un	529282	24730	1766	1763	0.500425049589	87	3529	40.5632183908	1	29.7026934806	0.0505004706385	0.0505004706385
un	529395	24737	419	469	0.471846846847	20	888	44.4	1	14.8996644258	-1.67789013804	1.67789013804
un	529439	24738	577	485	0.543314500942	30	1062	35.4	1	16.2941707368	2.82309549489	2.82309549489
un	529538	24740	1160	1098	0.513728963685	67	2258	33.7014925373	1	23.759208741	1.30475725593	1.30475725593
un	529773	24759	201	189	0.515384615385	10	390	39.0	1	9.87420882907	0.60764362025	0.60764362025
un	529957	24772	985	929	0.514629049112	52	1914	36.8076923077	1	21.8746428542	1.28002089847	1.28002089847
un	530127	24779	1621	1698	0.488400120518	93	3319	35.688172043	1	28.8053814417	-1.3365558126	1.3365558126
un	530203	24781	877	789	0.526410564226	52	1666	32.0384615385	1	20.408331632	2.15598221322	2.15598221322
un	530268	24782	611	584	0.51129707113	40	1195	29.875	1	17.2843860174	0.78105175309	0.78105175309
un	530459	24794	381	399	0.488461538462	21	780	37.1428571429	1	13.9642400438	-0.644503386635	0.644503386635
un	530725	24806	1026	1052	0.493743984601	51	2078	40.7450980392	1	22.7925426401	-0.570361990993	0.570361990993
un	530746	24816	1514	1465	0.508224236321	81	2979	36.7777777778	1	27.290108098	0.897761192885	0.897761192885
un	531067	24827	1341	1211	0.525470219436	69	2552	36.9855072464	1	25.2586618806	2.57337464301	2.57337464301
un	531172	24830	445	363	0.550742574257	26	808	31.0769230769	1	14.2126704036	2.88474993339	2.88474993339
un	531370	24837	900	945	0.487804878049	59	1845	31.2711864407	1	21.4767315949	-1.04764544365	1.04764544365
un	531622	24849	833	784	0.515151515152	49	1617	33.0	1	20.1059692629	1.21854359169	1.21854359169
un	531940	24858	598	648	0.479935794543	35	1246	35.6	1	17.6493625947	-1.41648174918	1.41648174918
un	532111	24861	1819	1745	0.510381593715	103	3564	34.6019417476	1	29.8496231132	1.23954663882	1.23954663882
un	532152	24862	902	951	0.486778197518	71	1853	26.0985915493	1	21.52324325	-1.13830428414	1.13830428414
un	532377	24878	994	953	0.510529019004	45	1947	43.2666666667	1	22.0624114729	0.929182198654	0.929182198654
un	532441	24879	311	345	0.474085365854	15	656	43.7333333333	1	12.8062484749	-1.32747697605	1.32747697605
un	532646	24887	5446	5137	0.514598885004	177	10583	59.790960452	2	51.4368544917	3.00368289482	3.00368289482
un	532713	24893	6624	4977	0.570985259891	209	11601	55.5071770335	2	53.853969213	15.2913520031	15.2913520031
un	533501	24916	1133	1048	0.519486474094	70	2181	31.1571428571	1	23.3505888577	1.82008257946	1.82008257946
un	533692	24922	113	122	0.48085106383	5	235	47.0	1	7.66485485838	-0.587095265748	0.587095265748
un	533917	24925	931	954	0.493899204244	52	1885	36.25	1	21.7082933461	-0.529751455661	0.529751455661
un	533990	24927	800	337	0.703605980651	37	1137	30.7297297297	2	16.8597153001	13.7309554687	13.7309554687
